FILEID,STUSAB,SUMLEV,GEOCOMP,CHARITER,CIFSN,LOGRECNO,REGION,DIVISION,STATE,COUNTY,COUNTYCC,COUNTYSC,COUSUB,COUSUBCC,COUSUBSC,PLACE,PLACECC,PLACESC,TRACT,BLKGRP,BLOCK,IUC,CONCIT,CONCITCC,CONCITSC,AIANHH,AIANHHFP,AIANHHCC,AIHHTLI,AITSCE,AITS,AITSCC,TTRACT,TBLKGRP,ANRC,ANRCCC,CBSA,CBSASC,METDIV,CSA,NECTA,NECTASC,NECTADIV,CNECTA,CBSAPCI,NECTAPCI,UA,UASC,UATYPE,UR,CD,SLDU,SLDL,VTD,VTDI,RESERVE2,ZCTA5,SUBMCD,SUBMCDCC,SDELM,SDSEC,SDUNI,AREALAND,AREAWATR,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,RESERVE3,UGA,STATENS,COUNTYNS,COUSUBNS,PLACENS,CONCITNS,AIANHHNS,AITSNS,ANRCNS,SUBMCDNS,CD113,CD114,CD115,SLDU2,SLDU3,SLDU4,SLDL2,SLDL3,SLDL4,AIANHHSC,CSASC,CNECTASC,MEMI,NMEMI,PUMA,RESERVED
PLST,IL,570,0,0,,0000259,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,12450,,,1428708,0,Dolton School District 148 (part),E,,0,0,41.6377977,-87.6570269,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000260,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,14550,,,8187561,0,Evergreen Park Elementary School District 124,E,,19852,7559,41.7204579,-87.703659,00,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000261,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,15480,,,12869474,0,Forest Ridge School District 142,E,,16188,6547,41.6239781,-87.748158,00,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000262,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,18450,,,267315,0,Harvey School District 152 (part),E,,0,0,41.6329468,-87.6528848,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000263,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,18480,,,2892212,0,West Harvey-Dixmoor Public School District 147 (part),E,,3588,1301,41.6375528,-87.6712816,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000264,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,21270,,,2970287,11924,Kirby School District 140 (part),E,,5882,2341,41.596309,-87.8165673,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000265,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,24720,,,6014092,15120,Prairie-Hills Elementary School District 144 (part),E,,4059,1408,41.5964864,-87.7127277,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000266,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,25920,,,8764123,0,Midlothian School District 143,E,,14986,5474,41.6267402,-87.7147314,00,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000267,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,30220,,,16540502,204121,Orland School District 135 (part),E,,23947,9307,41.6259008,-87.8289156,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000268,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,30570,,,10088323,206652,Palos Heights School District 128,E,,10275,4154,41.6629225,-87.7800606,00,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000269,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,30600,,,2529214,29482,Palos Community Consolidated School District 118 (part),E,,2279,1162,41.6495634,-87.8141652,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000270,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,32370,,,8020464,0,Posen-Robbins Elementary School District 143-5 (part),E,,10321,3569,41.6336848,-87.695148,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000271,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,36300,,,5737928,0,Elementary School District 159 (part),E,,2618,1470,41.5438909,-87.7788342,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000272,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,39030,,,25763732,32552,Community Consolidated School District 146,E,,26449,11636,41.5939008,-87.7862017,00,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000273,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,43380,,,1264261,79725,Worth School District 127 (part),E,,1201,478,41.681414,-87.789683,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,570,0,0,,0000274,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,99999,,,92344681,256707,Remainder of Congressional District 1,F,,384879,172850,41.7567335,-87.6414481,C2,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000275,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,06540,,52686785,1077646,Community High School District 218 (part),E,,66534,26586,41.6613778,-87.7118775,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000276,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,07050,,57226373,231782,Bremen Community High School District 228 (part),E,,67820,26647,41.6059393,-87.740249,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000277,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,08400,,31958044,245555,Consolidated High School District 230 (part),E,,42305,17370,41.6178044,-87.8174431,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000278,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,14580,,8187561,0,Evergreen Park Community High School District 231,E,,19852,7559,41.7204579,-87.703659,00,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000279,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,33420,,5737928,0,Rich Township High School District 227 (part),E,,2618,1470,41.5438909,-87.7788342,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000280,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,38970,,4588235,0,Thornton Township High School District 205 (part),E,,3588,1301,41.6368827,-87.6668335,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,571,0,0,,0000281,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,99999,,92344681,256707,Remainder of Congressional District 1,F,,384879,172850,41.7567335,-87.6414481,C2,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,572,0,0,,0000282,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,,09930,92344681,256707,Chicago Public School District 299 (part),E,,384879,172850,41.7567335,-87.6414481,00,P,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,572,0,0,,0000283,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,,,,,99999,160384926,1554983,Remainder of Congressional District 1,F,,202717,80933,41.6414655,-87.7355131,C2,W,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,500,0,0,,0000284,2,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,,478986575,18459366,Congressional District 2,N,,602758,246019,41.5813593,-87.6273889,C2,,,,01779784,,,,,,,,,,,,,,,,,,,,,,,,
PLST,IL,510,0,0,,0000285,2,3,17,031,H1,,,,,,,,,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,457590784,18453643,Cook County (part),A,,592210,241810,41.6208884,-87.613899,06,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000286,2,3,17,031,H1,,,,,,,,390700,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,0,816836,Census Tract 3907 (part),S,,0,0,41.806744,-87.5788412,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000287,2,3,17,031,H1,,,,,,,,410100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,0,257828,Census Tract 4101 (part),S,,0,0,41.8017064,-87.5737748,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000288,2,3,17,031,H1,,,,,,,,410900,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,312194,578244,Census Tract 4109 (part),S,,2268,1312,41.7971906,-87.5824302,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000289,2,3,17,031,H1,,,,,,,,411000,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,582806,1147724,Census Tract 4110 (part),S,,1862,1420,41.7917529,-87.5821173,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000290,2,3,17,031,H1,,,,,,,,420100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,536307,623125,Census Tract 4201 (part),S,,0,0,41.7827977,-87.5800434,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000291,2,3,17,031,H1,,,,,,,,430101,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,329504,0,Census Tract 4301.01,S,,3689,2044,41.7689123,-87.5742327,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000292,2,3,17,031,H1,,,,,,,,430102,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,456691,542570,Census Tract 4301.02,S,,2963,1985,41.7678343,-87.5677451,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000293,2,3,17,031,H1,,,,,,,,430200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,501864,0,Census Tract 4302 (part),S,,2335,1426,41.7688462,-87.5806761,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000294,2,3,17,031,H1,,,,,,,,430500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,337334,0,Census Tract 4305,S,,3604,2234,41.7637989,-87.5820866,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000295,2,3,17,031,H1,,,,,,,,430600,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,328336,0,Census Tract 4306,S,,1665,874,41.7634797,-87.5710179,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000296,2,3,17,031,H1,,,,,,,,430700,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,189453,178322,Census Tract 4307,S,,2210,1335,41.7651565,-87.5631557,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000297,2,3,17,031,H1,,,,,,,,430800,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,328071,0,Census Tract 4308,S,,1763,880,41.7600431,-87.5709444,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000298,2,3,17,031,H1,,,,,,,,430900,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,336518,0,Census Tract 4309,S,,1814,835,41.7599491,-87.5819818,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000299,2,3,17,031,H1,,,,,,,,431200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,655295,0,Census Tract 4312,S,,3078,1279,41.7546478,-87.5714581,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000300,2,3,17,031,H1,,,,,,,,431301,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,404077,0,Census Tract 4313.01,S,,3545,1871,41.7529547,-87.5595687,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000301,2,3,17,031,H1,,,,,,,,431302,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,437419,0,Census Tract 4313.02,S,,4166,2298,41.7579006,-87.5624104,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000302,2,3,17,031,H1,,,,,,,,431400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1078730,1126094,Census Tract 4314,S,,6418,4026,41.7575708,-87.5551445,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000303,2,3,17,031,H1,,,,,,,,450300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,930624,0,Census Tract 4503 (part),S,,2591,1122,41.7397557,-87.5778911,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000304,2,3,17,031,H1,,,,,,,,460100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,2970371,2514283,Census Tract 4601,S,,3405,1702,41.7474354,-87.5476582,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000305,2,3,17,031,H1,,,,,,,,460200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,600206,0,Census Tract 4602,S,,2385,1144,41.7423744,-87.5470069,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000306,2,3,17,031,H1,,,,,,,,460301,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,485921,0,Census Tract 4603.01,S,,3404,1385,41.7400483,-87.5560293,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000307,2,3,17,031,H1,,,,,,,,460302,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,648525,0,Census Tract 4603.02,S,,3803,1675,41.7475101,-87.5579614,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000308,2,3,17,031,H1,,,,,,,,460400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,652525,0,Census Tract 4604,S,,3705,1677,41.7447289,-87.5630885,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000309,2,3,17,031,H1,,,,,,,,460500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1102227,0,Census Tract 4605 (part),S,,5136,2372,41.7471188,-87.5713361,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000310,2,3,17,031,H1,,,,,,,,460600,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,260611,0,Census Tract 4606,S,,1183,464,41.7363611,-87.5600553,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000311,2,3,17,031,H1,,,,,,,,460700,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,422528,0,Census Tract 4607,S,,3314,1300,41.736487,-87.5496765,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000312,2,3,17,031,H1,,,,,,,,461000,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,557246,59596,Census Tract 4610,S,,1496,915,41.7280718,-87.5472065,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000313,2,3,17,031,H1,,,,,,,,480100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,668182,0,Census Tract 4801,S,,2033,937,41.7359124,-87.575997,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000314,2,3,17,031,H1,,,,,,,,480400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1767057,0,Census Tract 4804 (part),S,,5774,2438,41.7288548,-87.5752112,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000315,2,3,17,031,H1,,,,,,,,480500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1355408,0,Census Tract 4805,S,,3206,1230,41.7272371,-87.5591308,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000316,2,3,17,031,H1,,,,,,,,490500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1425940,0,Census Tract 4905,S,,2242,828,41.7172907,-87.6167517,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000317,2,3,17,031,H1,,,,,,,,490600,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,161151,0,Census Tract 4906 (part),S,,47,16,41.7164687,-87.6251368,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000318,2,3,17,031,H1,,,,,,,,490700,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,640220,0,Census Tract 4907,S,,3085,1077,41.7098443,-87.6280838,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000319,2,3,17,031,H1,,,,,,,,490800,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1079255,0,Census Tract 4908,S,,4007,1611,41.710025,-87.6153593,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000320,2,3,17,031,H1,,,,,,,,490901,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,845443,0,Census Tract 4909.01,S,,3891,1798,41.6965563,-87.6165159,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000321,2,3,17,031,H1,,,,,,,,490902,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1196061,0,Census Tract 4909.02,S,,5086,2120,41.7027286,-87.615167,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000322,2,3,17,031,H1,,,,,,,,491000,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1277064,0,Census Tract 4910,S,,5247,1950,41.6989071,-87.6277639,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000323,2,3,17,031,H1,,,,,,,,491100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1322860,0,Census Tract 4911,S,,4514,1602,41.6994612,-87.6383564,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000324,2,3,17,031,H1,,,,,,,,491200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,649490,0,Census Tract 4912,S,,2444,834,41.6896901,-87.6371528,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000325,2,3,17,031,H1,,,,,,,,491300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,646033,0,Census Tract 4913,S,,2886,1036,41.6886587,-87.6286964,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000326,2,3,17,031,H1,,,,,,,,491400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,829879,0,Census Tract 4914,S,,2931,1506,41.6888329,-87.6175383,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000327,2,3,17,031,H1,,,,,,,,500100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,2653040,0,Census Tract 5001,S,,3644,1517,41.7158046,-87.5960945,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000328,2,3,17,031,H1,,,,,,,,500200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,2044082,0,Census Tract 5002,S,,2015,931,41.7029008,-87.603568,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000329,2,3,17,031,H1,,,,,,,,500300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,709169,0,Census Tract 5003,S,,1666,937,41.6882766,-87.6074155,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000330,2,3,17,031,H1,,,,,,,,510100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,2141282,231780,Census Tract 5101,S,,3530,1183,41.7163817,-87.5513533,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000331,2,3,17,031,H1,,,,,,,,510200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1279953,0,Census Tract 5102,S,,2986,1142,41.714485,-87.5606991,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000332,2,3,17,031,H1,,,,,,,,510300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,2940005,0,Census Tract 5103 (part),S,,5360,2127,41.7166345,-87.5730904,CT,P,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000333,2,3,17,031,H1,,,,,,,,520100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,2572023,527820,Census Tract 5201,S,,2075,672,41.7149038,-87.53196,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000334,2,3,17,031,H1,,,,,,,,520200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1108034,102317,Census Tract 5202,S,,3817,1339,41.712898,-87.5385993,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000335,2,3,17,031,H1,,,,,,,,520300,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,956742,0,Census Tract 5203,S,,6215,1902,41.7016161,-87.5397923,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000336,2,3,17,031,H1,,,,,,,,520400,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,719870,0,Census Tract 5204,S,,4090,1380,41.7036309,-87.5307599,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000337,2,3,17,031,H1,,,,,,,,520500,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1050381,0,Census Tract 5205,S,,4301,1530,41.6927385,-87.5313631,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000338,2,3,17,031,H1,,,,,,,,520600,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1090995,0,Census Tract 5206,S,,2544,826,41.6907408,-87.5385961,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000339,2,3,17,031,H1,,,,,,,,530100,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,649938,0,Census Tract 5301,S,,2371,958,41.6810996,-87.6182595,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
PLST,IL,511,0,0,,0000340,2,3,17,031,H1,,,,,,,,530200,,,,,,,,,,,,,,,,,,16980,,16974,176,,,,,,,,,,,02,,,,,,,,,,,,1297344,0,Census Tract 5302,S,,5152,2015,41.6813065,-87.6329729,CT,W,,,01779784,01784766,,,,,,,,,,,,,,,,,,,,True,,,
